ชื่ออาหาร,จำนวน,ราคา,มูลค่า
ก้อยปลา,5,117,585
แหนม,5,145,725
แหนม,2,93,186
แหนม,4,49,196
ตำปู,1,51,51
ไส้กรอกอีสาน,2,138,276
แหนม,4,34,136
หมูยอ,4,88,352
น้ำตกหมู,1,118,118
ข้าวเหนียว,5,59,295
หมูยอ,3,128,384
ข้าวเหนียว,1,33,33
น้ำตกหมู,1,31,31
แหนม,2,101,202
หมูยอ,2,43,86
แกงอ่อม,3,129,387
ซุปหน่อไม้,5,89,445
ตำแตง,5,60,300
หมูยอ,5,91,455
แจ่วบอง,3,54,162
ลาบหมู,4,54,216
น้ำตกหมู,5,130,650
ก้อยปลา,1,150,150
ปลาดุกย่าง,2,73,146
ตำปู,5,113,565
ข้าวจี่,4,67,268
ตำแตง,2,110,220
ตำแตง,2,85,170
ก้อยปลา,5,62,310
แหนม,5,149,745
ตำแตง,1,81,81
น้ำตกหมู,1,112,112
ลาบหมู,5,51,255
ตำไทย,4,122,488
ส้มตำ,3,132,396
ตำแตง,2,116,232
หมกหน่อไม้,5,63,315
แจ่วบอง,4,116,464
แกงอ่อม,4,92,368
ไก่ย่าง,3,143,429
ตำแตง,4,114,456
ข้าวจี่,2,130,260
ไส้กรอกอีสาน,4,125,500
ข้าวเหนียว,1,87,87
น้ำตกหมู,4,86,344
หมกหน่อไม้,4,30,120
ก้อยปลา,5,147,735
ซุปหน่อไม้,5,84,420
ไส้กรอกอีสาน,5,146,730
ตำไทย,2,145,290
ไก่ย่าง,2,119,238
ซุปหน่อไม้,4,35,140
ลาบหมู,3,56,168
แหนม,3,52,156
ตำไทย,4,35,140
ซุปหน่อไม้,4,75,300
ซุปหน่อไม้,5,60,300
หมกหน่อไม้,1,98,98
ตำปู,1,110,110
แจ่วบอง,1,93,93
ส้มตำ,3,61,183
ไก่ย่าง,4,57,228
ข้าวจี่,3,47,141
ไส้กรอกอีสาน,1,98,98
ลาบหมู,2,147,294
ปลาดุกย่าง,1,143,143
ข้าวจี่,5,121,605
ตำปู,3,143,429
แหนม,4,126,504
หมูยอ,5,143,715
ข้าวจี่,1,60,60
ไส้กรอกอีสาน,3,34,102
ส้มตำ,4,112,448
ไส้กรอกอีสาน,3,135,405
น้ำตกหมู,5,118,590
แจ่วบอง,2,146,292
ปลาร้าบอง,4,134,536
ลาบหมู,2,58,116
ไก่ย่าง,3,144,432
แหนม,5,56,280
ต้มแซ่บ,2,99,198
ต้มแซ่บ,4,56,224
ปลาร้าบอง,1,55,55
ไส้กรอกอีสาน,5,32,160
น้ำตกหมู,5,146,730
ไก่ย่าง,3,51,153
หมกหน่อไม้,1,65,65
ตำแตง,5,39,195
แจ่วบอง,5,94,470
ตำปู,1,91,91
ลาบหมู,3,74,222
ตำปู,5,91,455
ไส้กรอกอีสาน,2,50,100
ข้าวเหนียว,1,112,112
ปลาร้าบอง,3,107,321
แกงอ่อม,2,56,112
หมกหน่อไม้,2,55,110
ซุปหน่อไม้,5,107,535
ไส้กรอกอีสาน,4,143,572
ข้าวเหนียว,5,30,150
ข้าวเหนียว,5,117,585
ก้อยปลา,1,147,147
แหนม,1,70,70
ต้มแซ่บ,3,129,387
ตำปู,3,131,393
ส้มตำ,1,123,123
ก้อยปลา,1,58,58
แกงอ่อม,4,114,456
แหนม,3,96,288
แกงอ่อม,3,119,357
ก้อยปลา,2,108,216
ก้อยปลา,2,149,298
ปลาร้าบอง,5,71,355
ปลาร้าบอง,4,47,188
น้ำตกหมู,1,123,123
ตำไทย,2,120,240
ลาบหมู,3,69,207
น้ำตกหมู,1,146,146
ตำแตง,5,120,600
ส้มตำ,3,144,432
ข้าวเหนียว,4,45,180
ซุปหน่อไม้,4,58,232
แจ่วบอง,5,115,575
ไส้กรอกอีสาน,1,98,98
ซุปหน่อไม้,2,86,172
หมกหน่อไม้,3,114,342
ข้าวจี่,5,132,660
ลาบหมู,4,74,296
แกงอ่อม,5,98,490
ลาบหมู,5,53,265
แจ่วบอง,3,100,300
ข้าวเหนียว,5,120,600
ไก่ย่าง,5,51,255
ลาบหมู,4,53,212
ปลาดุกย่าง,2,101,202
ข้าวเหนียว,1,105,105
ส้มตำ,1,71,71
ไส้กรอกอีสาน,3,33,99
ซุปหน่อไม้,2,92,184
ลาบหมู,4,105,420
ตำแตง,4,136,544
ปลาร้าบอง,4,44,176
ปลาดุกย่าง,2,47,94
ก้อยปลา,3,83,249
แกงอ่อม,5,115,575
ตำไทย,1,44,44
ซุปหน่อไม้,4,64,256
ตำปู,3,41,123
ตำปู,4,84,336
ข้าวจี่,2,108,216
ตำไทย,1,64,64
แหนม,1,102,102
ไส้กรอกอีสาน,1,114,114
น้ำตกหมู,1,86,86
ข้าวจี่,2,116,232
ไส้กรอกอีสาน,3,135,405
ซุปหน่อไม้,2,123,246
ไก่ย่าง,5,64,320
ตำไทย,5,133,665
ตำไทย,3,114,342
ข้าวจี่,2,128,256
ต้มแซ่บ,5,144,720
หมกหน่อไม้,2,96,192
ลาบหมู,2,87,174
ซุปหน่อไม้,1,65,65
ปลาร้าบอง,1,113,113
ต้มแซ่บ,2,46,92
ตำแตง,2,82,164
น้ำตกหมู,5,92,460
แจ่วบอง,2,112,224
แกงอ่อม,5,111,555
ซุปหน่อไม้,5,59,295
หมูยอ,1,142,142
น้ำตกหมู,4,102,408
ข้าวจี่,2,30,60
ปลาดุกย่าง,4,48,192
ไก่ย่าง,4,106,424
แหนม,5,148,740
แจ่วบอง,1,40,40
ปลาดุกย่าง,1,53,53
ตำแตง,5,117,585
ลาบหมู,3,97,291
ส้มตำ,2,66,132
ข้าวจี่,2,105,210
ก้อยปลา,1,58,58
น้ำตกหมู,2,147,294
ต้มแซ่บ,4,65,260
ซุปหน่อไม้,2,103,206
ข้าวจี่,4,33,132
ปลาร้าบอง,5,77,385
ลาบหมู,2,33,66
แกงอ่อม,5,47,235
ตำไทย,5,124,620
ตำปู,1,73,73
ลาบหมู,4,90,360
ไส้กรอกอีสาน,5,84,420
ลาบหมู,5,146,730
ก้อยปลา,1,37,37
ปลาร้าบอง,1,111,111
ลาบหมู,1,57,57
ข้าวจี่,4,76,304
น้ำตกหมู,3,38,114
ซุปหน่อไม้,3,138,414
ก้อยปลา,3,90,270
ก้อยปลา,3,62,186
แกงอ่อม,5,135,675
ลาบหมู,2,34,68
น้ำตกหมู,5,38,190
แหนม,2,99,198
ซุปหน่อไม้,3,66,198
ข้าวจี่,2,58,116
ต้มแซ่บ,3,113,339
ข้าวจี่,4,146,584
ลาบหมู,3,125,375
ข้าวจี่,5,93,465
ซุปหน่อไม้,2,139,278
หมูยอ,1,68,68
แหนม,3,92,276
ข้าวจี่,3,112,336
ตำแตง,3,117,351
ปลาร้าบอง,4,104,416
หมกหน่อไม้,1,119,119
ลาบหมู,2,107,214
ไส้กรอกอีสาน,1,44,44
ข้าวจี่,5,35,175
ซุปหน่อไม้,3,90,270
แกงอ่อม,3,69,207
ข้าวจี่,2,141,282
ไส้กรอกอีสาน,1,68,68
ลาบหมู,5,147,735
ปลาร้าบอง,1,143,143
ส้มตำ,4,49,196
ก้อยปลา,1,50,50
น้ำตกหมู,2,128,256
ปลาดุกย่าง,2,112,224
ข้าวจี่,3,95,285
ไก่ย่าง,5,148,740
ตำแตง,4,101,404
ตำแตง,2,51,102
ตำแตง,2,140,280
ข้าวเหนียว,1,130,130
ไส้กรอกอีสาน,5,110,550
ซุปหน่อไม้,5,130,650
ตำปู,3,56,168
ไก่ย่าง,1,148,148
หมูยอ,5,59,295
ลาบหมู,2,95,190
ลาบหมู,4,109,436
แกงอ่อม,3,142,426
ก้อยปลา,3,133,399
ตำแตง,4,45,180
แกงอ่อม,3,83,249
ลาบหมู,4,81,324
น้ำตกหมู,3,46,138
ตำปู,4,119,476
น้ำตกหมู,5,35,175
ส้มตำ,2,50,100
ปลาร้าบอง,1,86,86
ตำแตง,5,110,550
ปลาร้าบอง,2,76,152
แกงอ่อม,3,150,450
ลาบหมู,5,131,655
ข้าวเหนียว,4,65,260
ตำปู,2,106,212
ไก่ย่าง,4,53,212
น้ำตกหมู,1,116,116
ก้อยปลา,1,113,113
ตำแตง,4,101,404
แจ่วบอง,3,145,435
ไส้กรอกอีสาน,3,111,333
ซุปหน่อไม้,3,105,315
ปลาร้าบอง,5,79,395
หมูยอ,2,107,214
ปลาร้าบอง,4,33,132
ตำแตง,3,113,339
แจ่วบอง,1,42,42
ตำแตง,1,111,111
ไก่ย่าง,5,42,210
น้ำตกหมู,3,67,201
ข้าวจี่,5,53,265
ลาบหมู,3,111,333
ข้าวเหนียว,4,56,224
ไก่ย่าง,3,31,93
ก้อยปลา,5,100,500
ข้าวเหนียว,2,75,150
ตำไทย,4,129,516
แหนม,2,56,112
ส้มตำ,3,59,177
ปลาดุกย่าง,4,125,500
ข้าวเหนียว,3,101,303
แกงอ่อม,5,143,715
ปลาดุกย่าง,1,63,63
ปลาดุกย่าง,5,142,710
หมกหน่อไม้,5,83,415
ต้มแซ่บ,2,50,100
ไส้กรอกอีสาน,4,149,596
ปลาร้าบอง,5,82,410
ข้าวจี่,1,113,113
ปลาร้าบอง,4,48,192
ไส้กรอกอีสาน,3,97,291
ปลาดุกย่าง,5,115,575
ไก่ย่าง,2,31,62
ลาบหมู,4,129,516
ตำไทย,3,62,186
ข้าวเหนียว,3,83,249
ปลาร้าบอง,4,134,536
น้ำตกหมู,5,47,235
แกงอ่อม,2,86,172
แกงอ่อม,2,117,234
ข้าวจี่,3,86,258
แจ่วบอง,5,85,425
ตำปู,3,37,111
หมูยอ,5,122,610
ก้อยปลา,3,72,216
ต้มแซ่บ,3,88,264
ตำแตง,1,113,113
ข้าวจี่,1,54,54
หมูยอ,3,84,252
แหนม,1,69,69
ซุปหน่อไม้,1,146,146
ลาบหมู,2,88,176
ข้าวเหนียว,2,53,106
ตำไทย,3,143,429
ตำปู,3,42,126
ข้าวจี่,5,76,380
น้ำตกหมู,2,82,164
ส้มตำ,5,51,255
ข้าวเหนียว,3,96,288
ส้มตำ,4,89,356
หมกหน่อไม้,5,115,575
ไก่ย่าง,5,98,490
น้ำตกหมู,1,98,98
หมูยอ,5,47,235
ไส้กรอกอีสาน,1,43,43
ปลาร้าบอง,1,67,67
ต้มแซ่บ,4,114,456
ตำไทย,2,48,96
แหนม,4,73,292
ก้อยปลา,3,84,252
ตำแตง,2,62,124
น้ำตกหมู,4,89,356
หมูยอ,2,97,194
แหนม,1,128,128
ตำแตง,4,121,484
น้ำตกหมู,1,113,113
หมูยอ,3,143,429
แกงอ่อม,2,100,200
ตำปู,4,132,528
แกงอ่อม,1,41,41
แหนม,2,148,296
ซุปหน่อไม้,1,85,85
แจ่วบอง,5,75,375
ตำแตง,4,130,520
ปลาดุกย่าง,5,55,275
น้ำตกหมู,1,63,63
น้ำตกหมู,1,136,136
หมกหน่อไม้,4,150,600
ลาบหมู,1,44,44
ตำไทย,4,63,252
ก้อยปลา,2,90,180
ตำแตง,5,75,375
ข้าวเหนียว,2,110,220
ตำแตง,5,70,350
แจ่วบอง,3,124,372
ปลาดุกย่าง,3,91,273
ข้าวจี่,5,141,705
ตำไทย,2,117,234
ตำปู,5,56,280
ข้าวเหนียว,2,39,78
ไส้กรอกอีสาน,2,56,112
หมูยอ,2,113,226
ไส้กรอกอีสาน,2,110,220
ตำปู,3,60,180
น้ำตกหมู,2,123,246
น้ำตกหมู,3,36,108
หมกหน่อไม้,4,60,240
หมูยอ,3,116,348
ปลาดุกย่าง,5,41,205
ก้อยปลา,1,37,37
ปลาร้าบอง,1,112,112
ส้มตำ,4,101,404
ไส้กรอกอีสาน,1,50,50
หมูยอ,3,93,279
แจ่วบอง,2,107,214
ข้าวจี่,5,115,575
ตำแตง,1,120,120
ก้อยปลา,4,30,120
ไส้กรอกอีสาน,5,114,570
ปลาร้าบอง,5,86,430
ไก่ย่าง,3,105,315
ปลาร้าบอง,3,68,204
ส้มตำ,4,146,584
ต้มแซ่บ,3,125,375
ตำแตง,1,146,146
น้ำตกหมู,5,130,650
ข้าวเหนียว,4,115,460
ตำปู,1,64,64
น้ำตกหมู,5,91,455
ต้มแซ่บ,4,117,468
ตำปู,4,128,512
ไส้กรอกอีสาน,3,110,330
ข้าวเหนียว,5,75,375
แกงอ่อม,5,127,635
ข้าวจี่,2,110,220
ตำไทย,3,44,132
แกงอ่อม,1,95,95
ปลาดุกย่าง,2,106,212
แหนม,1,92,92
ก้อยปลา,3,34,102
น้ำตกหมู,3,65,195
แจ่วบอง,5,46,230
ลาบหมู,1,76,76
แกงอ่อม,4,106,424
แจ่วบอง,5,50,250
ปลาร้าบอง,5,114,570
หมกหน่อไม้,5,39,195
ตำแตง,2,38,76
ไก่ย่าง,4,105,420
ตำแตง,3,92,276
หมกหน่อไม้,4,134,536
ตำแตง,5,116,580
ต้มแซ่บ,1,117,117
ไส้กรอกอีสาน,4,89,356
ตำปู,5,94,470
น้ำตกหมู,2,92,184
ตำปู,4,108,432
ข้าวจี่,1,112,112
ก้อยปลา,2,50,100
แหนม,5,131,655
ลาบหมู,5,137,685
ไส้กรอกอีสาน,3,76,228
ตำปู,4,92,368
ปลาดุกย่าง,2,36,72
น้ำตกหมู,3,43,129
ก้อยปลา,1,88,88
ต้มแซ่บ,3,94,282
หมูยอ,5,52,260
แจ่วบอง,1,76,76
หมกหน่อไม้,4,144,576
ตำแตง,3,148,444
ข้าวเหนียว,4,136,544
ต้มแซ่บ,4,70,280
ตำไทย,1,116,116
หมกหน่อไม้,4,32,128
ตำไทย,2,79,158
ข้าวจี่,5,92,460
หมูยอ,4,31,124
ส้มตำ,1,135,135
ตำไทย,4,72,288
ตำไทย,5,64,320
ตำปู,1,107,107
ปลาร้าบอง,5,30,150
แกงอ่อม,3,42,126
ซุปหน่อไม้,4,147,588
หมูยอ,3,51,153
หมกหน่อไม้,2,59,118
ลาบหมู,2,129,258
ส้มตำ,4,53,212
น้ำตกหมู,3,111,333
ก้อยปลา,1,129,129
ตำแตง,1,31,31
หมูยอ,5,97,485
ตำปู,3,149,447
ลาบหมู,2,95,190
ข้าวเหนียว,1,122,122
ต้มแซ่บ,1,139,139
หมูยอ,2,36,72
ไส้กรอกอีสาน,4,101,404
ส้มตำ,1,64,64
แหนม,4,86,344
ลาบหมู,4,118,472
ตำปู,5,59,295
หมกหน่อไม้,5,127,635
ตำปู,2,79,158
ส้มตำ,3,48,144
ต้มแซ่บ,3,119,357
น้ำตกหมู,5,106,530
ต้มแซ่บ,1,31,31
ซุปหน่อไม้,1,87,87
แหนม,5,119,595
หมกหน่อไม้,3,133,399
ตำแตง,5,43,215
ปลาร้าบอง,4,123,492
ซุปหน่อไม้,2,52,104
หมกหน่อไม้,5,121,605
หมูยอ,4,109,436
ปลาร้าบอง,1,138,138
ซุปหน่อไม้,5,108,540
แกงอ่อม,1,114,114
ต้มแซ่บ,5,59,295
แกงอ่อม,3,84,252
ลาบหมู,1,125,125
ปลาร้าบอง,5,45,225
หมูยอ,2,76,152
ปลาร้าบอง,1,50,50
หมกหน่อไม้,3,133,399
ไส้กรอกอีสาน,5,92,460
ไก่ย่าง,5,54,270
ข้าวจี่,4,75,300
ตำไทย,3,80,240
ตำไทย,5,39,195
ตำปู,3,105,315
ข้าวเหนียว,1,37,37
ไส้กรอกอีสาน,2,66,132
ก้อยปลา,5,56,280
ตำไทย,4,73,292
ตำแตง,3,32,96
ไส้กรอกอีสาน,3,132,396
ไส้กรอกอีสาน,3,104,312
ตำแตง,1,47,47
ข้าวเหนียว,5,95,475
ไก่ย่าง,3,122,366
ตำไทย,4,143,572
ข้าวเหนียว,4,139,556
ลาบหมู,2,147,294
ตำปู,4,99,396
ข้าวเหนียว,4,121,484
ตำแตง,2,144,288
ส้มตำ,2,62,124
หมูยอ,5,133,665
แกงอ่อม,2,81,162
แจ่วบอง,4,113,452
ต้มแซ่บ,4,127,508
ตำแตง,4,36,144
ซุปหน่อไม้,4,76,304
ข้าวจี่,4,98,392
ตำไทย,2,83,166
หมูยอ,2,69,138
ไก่ย่าง,1,98,98
ไก่ย่าง,1,143,143
ไก่ย่าง,2,47,94
หมูยอ,2,89,178
ข้าวเหนียว,2,38,76
ปลาร้าบอง,1,140,140
น้ำตกหมู,5,77,385
ก้อยปลา,4,133,532
ลาบหมู,3,107,321
ส้มตำ,4,101,404
ตำแตง,2,76,152
หมกหน่อไม้,1,142,142
ลาบหมู,2,107,214
ส้มตำ,4,146,584
ซุปหน่อไม้,1,96,96
ตำไทย,4,41,164
แจ่วบอง,3,99,297
ข้าวจี่,4,54,216
ข้าวจี่,3,146,438
ซุปหน่อไม้,3,129,387
แกงอ่อม,1,121,121
แกงอ่อม,2,141,282
หมูยอ,3,68,204
ปลาร้าบอง,1,36,36
ก้อยปลา,1,99,99
ต้มแซ่บ,5,69,345
ข้าวจี่,2,72,144
หมกหน่อไม้,2,132,264
ข้าวจี่,1,144,144
ต้มแซ่บ,4,121,484
ส้มตำ,2,54,108
ตำแตง,3,105,315
แกงอ่อม,3,148,444
ข้าวจี่,2,91,182
แกงอ่อม,4,59,236
ไส้กรอกอีสาน,5,86,430
ไส้กรอกอีสาน,2,87,174
ตำไทย,1,61,61
แจ่วบอง,5,142,710
น้ำตกหมู,1,88,88
ข้าวจี่,3,106,318
ปลาร้าบอง,4,150,600
ก้อยปลา,3,31,93
ปลาดุกย่าง,1,99,99
หมกหน่อไม้,5,103,515
ลาบหมู,3,83,249
ตำปู,1,131,131
ปลาดุกย่าง,3,37,111
หมูยอ,1,104,104
ไก่ย่าง,2,112,224
หมกหน่อไม้,1,137,137
ลาบหมู,5,41,205
หมกหน่อไม้,3,122,366
แหนม,2,80,160
ตำไทย,4,150,600
ต้มแซ่บ,5,126,630
ปลาดุกย่าง,3,71,213
ไก่ย่าง,2,48,96
ลาบหมู,3,105,315
ส้มตำ,1,114,114
แจ่วบอง,2,102,204
ต้มแซ่บ,5,99,495
แหนม,3,30,90
ข้าวเหนียว,4,67,268
ลาบหมู,2,87,174
ไส้กรอกอีสาน,1,131,131
ตำปู,2,147,294
ตำไทย,3,149,447
แกงอ่อม,4,123,492
ต้มแซ่บ,5,96,480
ไก่ย่าง,4,42,168
ข้าวเหนียว,3,102,306
ตำปู,5,102,510
ไก่ย่าง,1,67,67
ไก่ย่าง,4,90,360
น้ำตกหมู,3,71,213
ข้าวจี่,2,123,246
ข้าวเหนียว,4,136,544
แกงอ่อม,3,105,315
ก้อยปลา,3,150,450
หมูยอ,2,37,74
ต้มแซ่บ,4,67,268
ข้าวจี่,5,72,360
ซุปหน่อไม้,2,121,242
แจ่วบอง,5,93,465
ไส้กรอกอีสาน,4,73,292
ข้าวเหนียว,4,67,268
ข้าวจี่,4,132,528
ลาบหมู,1,34,34
แจ่วบอง,3,95,285
น้ำตกหมู,3,32,96
น้ำตกหมู,4,110,440
ซุปหน่อไม้,2,123,246
ลาบหมู,2,46,92
ไก่ย่าง,3,58,174
หมกหน่อไม้,1,43,43
หมกหน่อไม้,4,71,284
ก้อยปลา,4,57,228
ตำแตง,4,97,388
ต้มแซ่บ,4,122,488
ก้อยปลา,3,135,405
ต้มแซ่บ,5,83,415
หมกหน่อไม้,2,31,62
ไส้กรอกอีสาน,2,130,260
ปลาดุกย่าง,5,137,685
ข้าวเหนียว,4,115,460
ข้าวจี่,5,133,665
หมกหน่อไม้,5,60,300
หมกหน่อไม้,4,54,216
ไส้กรอกอีสาน,5,105,525
แกงอ่อม,1,100,100
แกงอ่อม,1,97,97
ไก่ย่าง,5,89,445
ข้าวจี่,1,75,75
หมูยอ,2,63,126
แจ่วบอง,4,138,552
หมูยอ,5,131,655
ข้าวเหนียว,5,40,200
ก้อยปลา,5,67,335
ส้มตำ,3,131,393
ตำไทย,1,150,150
ข้าวจี่,5,115,575
ปลาดุกย่าง,2,89,178
ปลาร้าบอง,1,93,93
ไก่ย่าง,2,117,234
ก้อยปลา,1,102,102
ต้มแซ่บ,4,78,312
ก้อยปลา,2,130,260
ไก่ย่าง,1,137,137
น้ำตกหมู,1,88,88
ซุปหน่อไม้,4,75,300
ก้อยปลา,4,60,240
น้ำตกหมู,4,143,572
ข้าวจี่,2,60,120
แจ่วบอง,2,67,134
หมกหน่อไม้,1,142,142
ปลาร้าบอง,3,33,99
ข้าวจี่,1,94,94
ปลาร้าบอง,1,142,142
น้ำตกหมู,5,141,705
ส้มตำ,2,96,192
ลาบหมู,1,32,32
ปลาร้าบอง,4,127,508
ข้าวเหนียว,5,123,615
ตำปู,5,86,430
หมกหน่อไม้,3,114,342
ข้าวเหนียว,1,76,76
ไส้กรอกอีสาน,4,70,280
ซุปหน่อไม้,3,38,114
ก้อยปลา,2,137,274
ข้าวจี่,3,119,357
หมูยอ,2,86,172
ซุปหน่อไม้,3,48,144
ตำปู,5,148,740
ปลาร้าบอง,1,129,129
ซุปหน่อไม้,1,92,92
ไส้กรอกอีสาน,4,67,268
ก้อยปลา,3,58,174
ต้มแซ่บ,1,148,148
ส้มตำ,4,139,556
ซุปหน่อไม้,2,149,298
ส้มตำ,3,120,360
น้ำตกหมู,4,51,204
แจ่วบอง,2,43,86
แหนม,3,108,324
แหนม,3,124,372
ข้าวเหนียว,2,129,258
แหนม,2,88,176
ข้าวเหนียว,2,96,192
ตำแตง,4,56,224
ต้มแซ่บ,4,136,544
หมกหน่อไม้,2,38,76
ข้าวเหนียว,5,100,500
ตำไทย,3,141,423
ลาบหมู,1,51,51
แกงอ่อม,5,40,200
ข้าวเหนียว,2,119,238
ตำปู,1,33,33
หมูยอ,1,88,88
ไส้กรอกอีสาน,4,36,144
ตำปู,1,68,68
ส้มตำ,1,34,34
ต้มแซ่บ,2,143,286
แกงอ่อม,5,63,315
ตำแตง,4,34,136
ก้อยปลา,4,149,596
ปลาร้าบอง,2,76,152
แกงอ่อม,4,84,336
ปลาร้าบอง,2,102,204
หมกหน่อไม้,2,57,114
แหนม,3,64,192
หมกหน่อไม้,5,105,525
แหนม,3,147,441
ส้มตำ,4,92,368
หมูยอ,5,50,250
หมูยอ,1,140,140
ตำปู,4,31,124
ปลาร้าบอง,2,112,224
แจ่วบอง,2,144,288
ข้าวเหนียว,5,122,610
หมูยอ,1,119,119
แกงอ่อม,1,112,112
ตำแตง,2,51,102
แหนม,3,123,369
ข้าวจี่,4,41,164
ไส้กรอกอีสาน,5,58,290
ตำปู,2,78,156
ส้มตำ,3,144,432
ข้าวเหนียว,4,55,220
ปลาร้าบอง,3,101,303
ไส้กรอกอีสาน,1,58,58
ไส้กรอกอีสาน,3,148,444
หมกหน่อไม้,4,104,416
แจ่วบอง,5,124,620
ข้าวเหนียว,3,127,381
ลาบหมู,1,49,49
ต้มแซ่บ,4,85,340
ข้าวเหนียว,1,98,98
ตำไทย,2,66,132
ปลาดุกย่าง,4,117,468
ข้าวจี่,4,145,580
ปลาดุกย่าง,2,124,248
น้ำตกหมู,3,48,144
ตำแตง,2,76,152
ซุปหน่อไม้,2,39,78
ปลาร้าบอง,5,45,225
ตำไทย,1,48,48
ก้อยปลา,2,123,246
ตำปู,5,102,510
ปลาดุกย่าง,3,34,102
ปลาร้าบอง,3,94,282
ปลาดุกย่าง,4,90,360
ไก่ย่าง,4,85,340
แกงอ่อม,4,31,124
ตำแตง,4,113,452
ปลาดุกย่าง,4,129,516
ข้าวเหนียว,2,42,84
ปลาร้าบอง,3,82,246
ข้าวเหนียว,4,30,120
ปลาดุกย่าง,1,92,92
ข้าวจี่,2,74,148
ข้าวเหนียว,5,116,580
หมกหน่อไม้,2,72,144
ตำแตง,5,121,605
แกงอ่อม,3,37,111
แกงอ่อม,4,33,132
ตำไทย,3,119,357
ข้าวเหนียว,2,121,242
ไก่ย่าง,2,59,118
แกงอ่อม,2,83,166
น้ำตกหมู,1,82,82
แจ่วบอง,4,83,332
น้ำตกหมู,5,118,590
ลาบหมู,4,115,460
ตำไทย,1,40,40
ปลาร้าบอง,4,33,132
ตำแตง,2,61,122
น้ำตกหมู,5,82,410
หมูยอ,1,112,112
ลาบหมู,5,54,270
ปลาดุกย่าง,5,146,730
ลาบหมู,1,117,117
แกงอ่อม,2,94,188
แจ่วบอง,4,138,552
ส้มตำ,2,116,232
ซุปหน่อไม้,4,116,464
ตำไทย,1,46,46
ปลาร้าบอง,5,72,360
ตำแตง,5,64,320
ลาบหมู,2,122,244
ตำแตง,3,86,258
แหนม,2,56,112
ตำปู,3,92,276
ต้มแซ่บ,5,72,360
ข้าวจี่,5,72,360
ข้าวจี่,2,132,264
น้ำตกหมู,4,98,392
แหนม,2,60,120
แกงอ่อม,1,37,37
ส้มตำ,2,53,106
ปลาร้าบอง,4,115,460
ไก่ย่าง,5,58,290
ปลาร้าบอง,5,119,595
ส้มตำ,2,71,142
ก้อยปลา,4,139,556
น้ำตกหมู,1,84,84
ไส้กรอกอีสาน,3,118,354
ปลาร้าบอง,1,122,122
หมูยอ,2,134,268
ปลาร้าบอง,2,104,208
ส้มตำ,1,42,42
ข้าวเหนียว,5,55,275
หมกหน่อไม้,3,61,183
ลาบหมู,2,136,272
น้ำตกหมู,4,85,340
หมูยอ,1,107,107
ปลาดุกย่าง,4,61,244
ไก่ย่าง,1,55,55
ต้มแซ่บ,4,60,240
แกงอ่อม,5,110,550
ส้มตำ,4,54,216
ตำปู,1,68,68
ลาบหมู,2,60,120
ก้อยปลา,3,97,291
ข้าวจี่,1,39,39
ไส้กรอกอีสาน,1,98,98
หมูยอ,2,141,282
หมกหน่อไม้,2,43,86
ปลาดุกย่าง,4,47,188
ปลาดุกย่าง,1,49,49
ลาบหมู,2,139,278
ปลาร้าบอง,4,109,436
ข้าวเหนียว,5,62,310
ส้มตำ,1,72,72
ข้าวเหนียว,2,111,222
ตำไทย,1,149,149
ตำแตง,5,141,705
ไส้กรอกอีสาน,1,126,126
ต้มแซ่บ,5,110,550
ข้าวเหนียว,1,143,143
หมกหน่อไม้,5,150,750
ส้มตำ,1,98,98
ปลาดุกย่าง,4,96,384
ไส้กรอกอีสาน,4,107,428
ไส้กรอกอีสาน,2,123,246
หมกหน่อไม้,1,50,50
ลาบหมู,1,31,31
แจ่วบอง,1,32,32
ปลาร้าบอง,4,110,440
ปลาดุกย่าง,5,44,220
ปลาดุกย่าง,5,75,375
ตำแตง,2,60,120
แจ่วบอง,4,37,148
ไก่ย่าง,4,105,420
ตำแตง,3,58,174
ข้าวจี่,3,72,216
หมูยอ,2,88,176
น้ำตกหมู,4,127,508
ข้าวจี่,3,82,246
น้ำตกหมู,2,31,62
หมูยอ,3,93,279
หมกหน่อไม้,5,124,620
หมกหน่อไม้,4,43,172
ปลาร้าบอง,1,121,121
ข้าวจี่,1,94,94
ตำไทย,4,131,524
แจ่วบอง,5,32,160
แจ่วบอง,5,105,525
ลาบหมู,4,75,300
ข้าวเหนียว,3,87,261
ตำแตง,2,89,178
แจ่วบอง,4,145,580
น้ำตกหมู,2,133,266
ลาบหมู,3,53,159
แกงอ่อม,3,54,162
ส้มตำ,2,76,152
ตำแตง,2,122,244
ปลาร้าบอง,1,147,147
ตำแตง,3,47,141
ต้มแซ่บ,5,103,515
แหนม,5,137,685
ซุปหน่อไม้,5,127,635
ก้อยปลา,1,109,109
ตำปู,3,91,273
ก้อยปลา,5,121,605
ซุปหน่อไม้,2,34,68
แหนม,1,144,144
ตำแตง,5,133,665
ตำแตง,3,146,438
ลาบหมู,2,35,70
ไก่ย่าง,4,104,416
ส้มตำ,2,110,220
ปลาดุกย่าง,1,139,139
ซุปหน่อไม้,5,63,315
ตำปู,1,124,124
แจ่วบอง,2,142,284
หมกหน่อไม้,2,138,276
หมูยอ,2,91,182
ลาบหมู,1,76,76
ตำปู,1,122,122
แจ่วบอง,3,112,336
หมูยอ,5,112,560
ข้าวเหนียว,3,77,231
